"Survey","CountryYear","Country","CountryFR","Region","Source","age_fsex","age_fbirth","ave_bi","ideal","ppi","ttc","ppfp","s_neversex","s_sex_fbirth","s_birth1","s_birth2","s_birth3","s_birth4","s_birth5","s_birth6","s_birth7","s_birth8","s_birth9","s_infecund","CPR_all","Spacing_all","Limiting_all","CPR_mar","Spacing_mar","Limiting_mar","Notes","NotesFR","pop"
"DR2013DHS","Dominican Republic 2013","Dominican Republic","Dominicaine, Republique","Latin America and the Caribbean","2013",18.2,20.9,44.6,2.8,3.3,6,44.0747194358941,14.5689019536723,13.8917787229705,17.3764094718287,16.7294128415838,17.6972665310535,7.93942477525307,3.67213348683342,1.72138896626936,0.776197710150078,0.607932944378701,0.231024048450765,4.7881285475558,55.1,17.2,37.9,71.9,19.6,52.2,,,2650227
"EG2014DHS","Egypt 2014","Egypt","Egypte","Africa","2014",20.8,22.6,36.7,3,3.8,4.63538216337046,49.2734657340757,26.4945750481007,5.19578990448733,9.84271954815731,17.3046278316317,16.9864327627751,10.1697820383408,4.74190157108074,1.9048354409734,0.995223638161309,0.473194237032913,0.371590342065372,5.51932763719325,40.7745,9.6883,31.1559,58.5,13.9,44.7,,,23042769
"ET2016DHS","Ethiopia 2016","Ethiopia","Ethiopie","Africa","2016",16.6,19.2,34.5,4.5,16,7.00120511806211,22.2740623179774,23.2717823917497,8.240022483055,10.829378966279,9.24960466251028,8.75054966586707,7.46555807517377,6.77487786473544,4.95892600493807,4.61770030375213,3.25206153651883,3.25727170664196,9.3322663387788,25.3,15.3,10,35.9,21.5,14.3,,,24949201
"GA2019DHS","Gabon 2019-21","Gabon","Gabon","Africa","2019-21",16.9,20.4,38.1,4.3,8.2,9.02285587769077,10.3962855264922,11.5359812750536,16.0198876927789,16.4666365727629,14.4916288375954,11.2002220330619,7.38315010378336,4.51788661717479,2.93750946169636,1.67789161781088,0.90804413289762,0.91002605774243,11.9511355976419,22.7,17.8,4.9,24.8,17.1,7.7,,,541353
"GM2019DHS","Gambia 2019","Gambia","Gambie","Africa","2019",18.5,20.7,35.3,5.8,12,8.45899396648875,15.4826857281189,28.6286731252789,6.53989384129749,10.7737306901548,9.2961287033128,8.97712496829804,6.9845805435507,6.13122175360818,4.38680937373287,3.67093524513668,2.33841094959297,2.32408738442515,9.94840342161148,13.4,9.8,3.6,18.9,13.3,5.6,,,564689
"GH2022DHS","Ghana 2022","Ghana","Ghana","Africa","2022",18,22.1,40.6,4.5,9.6,7.88915810028789,21.8902939470061,14.2163845413212,17.5638041454225,15.0244056323301,12.2251445651371,10.3272760419584,8.74899340424266,5.92876826358668,3.68142268013922,2.20634782149254,1.07520402606334,0.830300183782822,8.17194869452341,31.5,22.3,9.2,36.3,21.7,14.6,,,8058029
"GU2015DHS","Guatemala 2014-15","Guatemala","Guatemala","Latin America and the Caribbean","2014-15",18.6,20.6,37.7,3.3,9.9,5.08629073932502,31.0389823171227,24.6373579563415,8.15116649101967,14.7212917551613,14.3202134870602,11.7980417857324,6.98738886004605,4.47113520505037,2.85560169682158,1.93626432524966,1.20924570934016,1.59005826943113,7.32223445874602,39.4,14.9,24.5,60.6,22.8,37.8,,,4167459
"GN2018DHS","Guinea 2018","Guinea","Guinee","Africa","2018",16.6,20,35.7,5.4,21,6,10.0109200924756,16.1291724489317,11.2435992730107,11.142142255863,9.80847027143394,9.86177888853396,7.77669464246593,6.12064939022518,4.19292921505324,2.72283210592281,1.71366512556569,1.3381446715908,17.949921711403,11.8,9.8,1.9,10.9,8.5,2.4,,,3015710
"GY2009DHS","Guyana 2009","Guyana","Guyana","Latin America and the Caribbean","2009",18.5,20.7,35.9,2.9,4.3,6,25.3694032244425,15.6279740992413,13.9871260417982,14.1005781420262,14.9284932435101,12.9537210110012,7.04778399698595,4.48808893369942,2.15619556885578,1.37690418572421,0.79229700746457,0.819421086380515,11.7214166833125,34.6,13.8,20.8,42.5,12.3,30.2,,,195492
"HT2016DHS","Haiti 2016-17","Haiti","Haiti","Latin America and the Caribbean","2016-17",17.7,22.4,39.3,2.8,8,6,21.6934337895346,17.2517714499983,22.5070737755341,15.4048566088011,12.3654205082581,8.14653885648231,5.60938670623682,3.89268471125014,2.55449314959953,1.54148846653729,1.10313744410344,1.3529592745072,8.27018904869172,24.1,11.6,12.5,34.3,12.3,22,,,2874391
"HN2011DHS","Honduras 2011-12","Honduras","Honduras","Latin America and the Caribbean","2011-12",18.4,20.3,45.5,2.8,8.6,5.46532496359451,47.8181574150473,20.1765548407732,10.2596084838456,17.2939851001498,16.5386678769176,13.5081931703666,7.74307697865712,4.59216951700536,2.56220125528598,1.73569647197874,0.907290111129492,1.3245650123521,3.3579911815384,48.8,18.8,30,73.2,28.2,45,,,2196087
"IA2020DHS","India 2020","India","Inde","Asia","2019-2021",18.9,21.2,32.7,2.1,6.2,,42.0309395360371,22.8762764635862,6.50795515027592,12.540497345739,24.6698879466675,13.5768584084018,6.23551931354642,2.69777154450885,1.17544867416753,0.498707436330397,0.190685877891468,0.12397412871585,8.90641771016911,50.1,7.5,43.5,66.7,9.6,57.1,,,353356940
"ID2017DHS","Indonesia 2017","Indonesia","Indonesie","Asia","2017",20.9,22.4,64.6,2.6,4.2,7.85667880460769,63.3355311100219,22.9341715195823,4.36810410439743,17.919940793609,24.473979009409,13.2753231502233,5.44310127101897,2.12105106173166,0.840573670230929,0.37329938682457,0.19421831079166,0.157720872470518,7.89851684971064,46,17.1,28.9,63.6,23.6,40,,,70647371
"JO2023DHS","","Jordan","Jordanie","Asia","2023",,24.2,34.7,3.7,3.3,4.28936657751281,58.6250201158023,43.3743160267076,3.34228949590356,4.78156452159085,8.27410416371181,10.0016336908764,9.46117875805222,6.19936649425052,3.51284670059489,1.51216254127875,0.601506394527181,0.338761811133746,8.6002694013725,,,,60.1,16.7,43.4,,,2754147
"KK1999DHS","Kazakhstan 1999","Kazakhstan","Kazakstan","Asia","1999",20.8,22.4,34.7,2.8,6.9,3.6465233935026,41.7975534280174,19.9920680167757,7.98252451524029,16.6174987715094,21.8974439280768,12.1492160204483,5.65226694311466,2.50751986135494,1.50315595849827,0.706812740281325,0.343420078611307,0.159628539471774,10.4884446266172,48,17.9,30.1,66.1,23,43,,,4099722
"KE2022DHS","Kenya 2022","Kenya","Kenya","Africa","2022",17.9,20.7,42.1,3.7,7,5.53920480688864,42.5166145198013,15.4411566862468,12.5085337276341,17.079586024283,16.708869152856,13.6608881073157,8.76877231576577,5.51504636729062,3.32042890180212,2.09943161982459,1.07880085113913,1.31895552466333,2.49953072117897,46.6,24.5,22.4,62.5,30.2,32,,,14879142
"KY2012DHS","Kyrgyz Republic 2012","Kyrgyz Republic","Kirghizistan","Asia","2012",20.5,22,36.1,3.9,6.1,4.62125252411317,15.7271701593467,26.2276014204286,6.07003131288634,12.6903190271362,13.903795912008,12.1939048754972,8.68668782938213,4.14114646462637,1.40252755617348,0.413747971445013,0.130709528626989,0.0567517521695562,14.0827763496201,24.4,14.5,9.9,36.3,21.6,14.7,,,1534609
"LS2014DHS","Lesotho 2014","Lesotho","Lesotho","Africa","2014",18.5,20.9,45.8,2.6,11.2,4.28581869070722,44.9816657197199,13.5143686970685,16.776859088163,20.9500111391407,17.9968521960167,11.7545461480894,6.07320195348529,3.34864289143262,1.66645267960352,0.866341149018088,0.401819109213117,0.356436794986259,6.29446815378277,48.9,20.1,28.7,60.2,22.5,37.6,,,531403
"LB2019DHS","Liberia 2019-2020","Liberia","Liberia","Africa","2019-20",16.1,19.1,40.2,4.6,14.1,6,8.59973215566391,6.8283976966128,15.1258725776327,17.8411048559919,13.9538954154606,10.5807941878577,7.85997998742897,6.32735047605736,4.31941347219881,3.19666962845763,1.75093176286408,1.77060165812159,10.4449882813158,26.2,20.3,6,24.9,15.9,9,,,1189170
"MD2021DHS","Madagascar 2021","Madagascar","Madagascar","Africa","2021",17.1,19.8,38,4.5,9,6.46737371435952,20.1740874932973,11.0996559283386,12.3139489976435,17.160202079393,15.1209910839206,12.1988731646441,8.48659103152426,5.76010274751569,3.81799569469947,2.71667652931083,1.67114874643006,1.87406217519785,7.77975182138192,40.1,25.3,14.8,49.7,28.9,20.9,,,7046519
"MW2015DHS","Malawi 2015-16","Malawi","Malawi","Africa","2015-16",16.8,19,41,3.7,12.8,9.20138012736587,47.386794915368,11.7197789154188,10.2413478270412,14.7357820380134,13.6531482168929,12.2363655004804,10.3695401576895,8.35535679726246,5.64088285631849,3.61581686409624,2.121436280435,1.8458871657636,5.46465738058799,46,20.8,25.2,59.2,26.5,32.7,,,3974782
"MV2016DHS","Maldives 2016-17","Maldives","Maldives","Asia","2016-17",20.7,23.2,53.4,2.8,5.8,9.21558318386354,8.21720715834748,21.372305727987,10.4866055817308,15.155852043826,14.1173481815005,8.44245222833631,4.08474728342667,2.36186290549475,1.2752793307003,0.487657937898843,0.232936008639384,0.155768738849942,21.8271840316094,13.3,5.2,8.1,18.8,7.4,11.4,,,110753
"ML2018DHS","Mali 2018","Mali","Mali","Africa","2018",16.5,19.2,32.1,6,10.5,8.97396695095898,12.8754763527044,9.96080956803058,8.99238887700231,11.9219740317684,10.8357905038137,9.87024825175789,9.05436477683421,7.56095369526488,6.22143713560755,4.44572781694709,3.11864597523445,4.51411815722004,13.5035412105188,16.2,12.3,3.8,17.2,12.7,4.5,,,4237636
"MR2020DHS","Mauritania 2019-2021","Mauritania","Mauritanie","Africa","2019-2021",,21.8,33.1,5.3,10.4,3,11.9576622027919,0.286875421211709,10.5865661038646,14.4291154621357,12.9981080535945,11.0449241093744,9.25225304446128,7.61343224883329,6.09972032406019,4.60047147633236,2.90414734404505,4.07045032673318,16.1139360853537,,,,14.3,10.5,3.7,,,1106210
"MB2005DHS","Moldova 2005","Moldova","Moldova, Republique de","Europe","2005",20,21.9,55.6,1.7,6.3,4.50680418057284,56.5763250315357,19.0255537573644,11.9156354897875,18.2657299955002,24.8783907799991,8.6872744467626,2.64009192082473,1.23345229827771,0.208090774602742,0.0556327826877765,0.017035103023449,0.0528444728141202,13.0202681783557,49.8,16.1,33.7,67.8,19.3,48.5,,,1184692
"MZ2022DHS","Mozambique 2022","Mozambique","Mozambique","Africa","2022",15.9,19.1,37.1,4.5,14.6,9.76894892150341,16.8071744945148,9.53499288191836,12.5600903798288,14.5626336913737,14.2475443405451,11.8641675909003,9.39757654988302,6.38198681957942,4.29681634402481,2.52919719305996,1.50150673269038,1.65864721709995,11.4648402590961,25.8,16.8,9,26.4,15.7,10.7,,,8066722
"MM2016DHS","Myanmar 2015-16","Myanmar","Myanmar","Asia","2015-16",22.5,24.7,49,2.5,4.5,8.07673222009117,44.4861039953113,33.1194293948899,6.55978838369515,14.5982073398795,13.7295553406731,9.51098941013352,5.18980371400254,2.92562586511119,1.49170546153486,0.928223087556489,0.544259455794851,0.307044443305372,11.0953681034236,31.6,10.6,21,52.2,17.6,34.7,,,14679563
"NM2013DHS","Namibia 2013","Namibia","Namibie","Africa","2013",19,21.6,45.1,3.2,11.3,6.51424943439697,47.8056316289643,13.9262366127807,17.6850930181469,19.6176781893885,16.7138435190695,11.6471748570333,6.71929271166237,3.85501586041641,2.38639371414099,1.23049413378064,0.902287295437805,0.581197112516327,4.73529297562661,50.2,28.3,21.9,56.1,23.5,32.6,,,592648
"NP2022DHS","Nepal 2022","Nepal","Nepal","Asia","2022",18.3,20.6,40.7,2,7.5,4.63680178017182,21.1312524390456,21.0784709852173,6.63703807728322,16.8694507224842,23.5017995043622,13.3263875918779,7.11297575187444,2.81834356143516,1.28930478862968,0.399415271078916,0.163133917757837,0.108880395801319,6.69479943219793,43.7,7.2,36.5,57.2,9.4,47.8,,,9316048
"NC2001DHS","Nicaragua 2001","Nicaragua","Nicaragua","Latin America and the Caribbean","2001",17.8,19.6,34.2,2.9,7.1,6,38.7064139182985,22.1502764278672,6.99610854846466,14.7834531832222,13.6916434789667,11.3046943391592,7.87112399293444,5.32281023878155,3.61040932931098,2.43335628050663,2.02024519140484,3.24934846552343,6.5665305238581,45.6,13.1,32.5,68.6,20.5,48.1,,,1338552
"NI2012DHS","Niger 2012","Niger","Niger","Africa","2012",15.9,18.6,30.9,9.2,14.3,6,16.4148186804779,7.74679208667519,6.29917573660178,9.41333034354602,10.1037572733382,9.71083776044829,9.4061731213828,8.75709678264759,7.62366611994827,6.30057090684117,4.74408043580149,7.9529048717144,11.9416145610548,12.5,11.1,1.4,13.9,12.3,1.6,,,3719064
"NG2018DHS","Nigeria 2018","Nigeria","Nigeria","Africa","2018",17.2,20.4,30.9,6.1,12.7,6.57810463938193,10.581138203582,16.0991697410669,11.1279951384635,10.1266267132766,10.4541123458004,9.33491781225618,7.96734724148643,6.88514283235271,4.97000897768342,3.59863560690226,2.57579333852847,3.92519341369678,12.9350568384864,14.3,9.1,5.2,16.6,9.6,7,,,44911135
"PK2017DHS","Pakistan 2017-18","Pakistan","Pakistan","Asia","2017-18",20.7,22.8,28.2,3.9,4,3.63523918647015,16.5478452512315,33.3120986792317,6.80257256427643,7.80307828534905,8.62570154709407,8.68837738440466,7.84070901413304,6.07719803648645,3.87896355874924,2.30377228981556,1.45377164305405,1.8880551270104,11.3257018703954,21.1356,5.6238,15.5118,34.2,9.1,25.1,,,52020884
"PG2017DHS","Papua New Guinea 2016-2018","Papua New Guinea","Papouasie-Nouvelle-Guinee","Oceania","2016-2018",19.7,21.9,33.2,3,14.7,4.70818731570841,32.7853878849408,19.5746148739685,9.67232762232737,12.0779934318399,10.9242423149729,10.8234342283138,8.70125439700233,6.52791390384644,4.26294262522096,2.50298413778271,1.04739866846127,0.932559951135696,12.9523338451282,26.8,11,15.8,36.7,14.9,21.9,,,2068335
"PE2012DHS","Peru 2012","Peru","Perou","Latin America and the Caribbean","2012",18.7,21.9,51.1,2.3,10.4,5.0063348033313,52.5211223072742,18.674861105532,13.2441490901749,18.1031116242755,17.9690305324,11.4491108695472,6.37329566336831,3.37631405379534,1.99046542253415,1.06402230947927,0.705849729198507,0.697545243642733,6.35224435605205,51.5,20.4,31,75.5,25.8,49.7,,,7796962
"PH2022DHS","Philippines 2022","Philippines","Philippines","Asia","2022",20.7,23.6,46.5,2.7,4.6,4.55494733381042,47.3760679373297,33.9206823336793,8.1442493125536,11.7336879961919,13.4560985107139,10.142699136943,5.83449019187237,2.71522316264985,1.60548741777807,0.766191791559261,0.456513507799147,0.506588529871813,10.7180881083878,34.1,11.6,22.4,58.3,18.7,39.6,,,29328373
"RW2019DHS","Rwanda 2019","Rwanda","Rwanda","Africa","2019",20.7,23,40.8,3.5,15.6,5.09450514015003,64.2851547389214,26.9931481755983,8.74199241849368,12.5790336529614,12.8681282924748,11.1219463647702,8.19549284193987,5.53160687750948,3.96705153408314,2.57674413605334,1.218841432989,0.899349984281615,5.30666428884512,38.6,17.4,21.2,64.1,28.4,35.7,,,3204028
"ST2008DHS","Sao Tome and Principe 2008-09","Sao Tome and Principe","Sao Tome-et-Principe","Africa","2008-09",17.8,19.5,44.2,3.5,7.2,6,31.1561806687676,13.3200130176516,11.3022708285669,12.0292698101161,12.8895240453581,12.2217136660462,10.2262003863559,6.63276509481814,4.28957679801408,3.20818845923044,1.78096464438091,2.30637170147062,9.79314154799108,30.7,16.2,14.6,38.4,18.2,20.2,,,40719
"SN2023DHS","Senegal 2023","Senegal","Senegal","Africa","2023",19.6,21.9,37.6,5.1,11.9,9.48311534888652,26.7309948319123,29.1824603182868,6.4422047714031,11.9231381385961,10.315541640404,8.46850188565079,7.43745789891626,5.43573878700122,3.9679473284364,2.72373700207733,1.6381378728384,1.17275988694109,11.2923744694485,18,12.9,5.2,26.5,18.7,7.8,,,4490844
"SL2019DHS","Seirra Leone 2019","Sierra Leone","Sierra Leone","Africa","2019",16,19.5,39.5,4.7,17.3,6,6.5248447858332,10.2654775956413,15.2938209399632,14.1085264330633,12.1215125373964,9.75180874252015,7.79382038198192,6.0001312387266,4.04504091969421,2.66893928582389,1.38754691406346,1.25674740665869,15.3066276044669,24.3,19.4,4.9,21.2,14.6,6.6,,,1914452
"ZA2016DHS","South Africa 2016","South Africa","Afrique du Sud","Africa","2016",18.1,21.3,55.3,2.6,8.1,6,65.9455188303034,11.8474000824299,14.536124953237,22.3017109788653,20.7630966209735,12.3253677056917,5.22803701975657,2.24237870666446,0.795235996471335,0.343187976499469,0.251047970794863,0.108173433175961,9.25823855544,48.2,20.6,27.6,54.6,17.9,36.7,,,15361616
"SZ2006DHS","Swaziland 2006-07","Swaziland","Eswatini","Africa","2006-07",18,19.2,37.9,2.5,10.7,6,45.7355886061439,17.6495041080989,11.5940379998619,18.2523970179584,14.4041085221393,9.89310131681438,6.16992463663388,4.84903077609952,3.76805196146678,2.34201959940876,1.65217666166985,1.87494728728391,7.5507001125644,37.9,11.5,26.4,50.6,12.7,37.9,,,274242
"TJ2017DHS","Tajikistan 2017","Tajikistan","Tadjikistan","Asia","2017",20.2,21.9,28.8,3.4,6.8,7.26525890047078,22.4889217631926,21.8692141954577,5.81617755731356,9.7541061235045,14.2084325620956,15.2250736605173,9.58267454123169,4.14409770208913,1.94942924858686,0.43773762800297,0.162757603924305,0.0637314237314686,16.7865677535449,21.3,6.7,14.6,29.3,9.2,20.1,,,2251574
"TZ2022DHS","Tanzania 2022","Tanzania","Tanzanie, Republique-Unie de","Africa","2022",17,19.9,37.1,5.1,10.2,8.46847348155028,24.7633647896452,14.0660120565599,10.2269072570396,13.989386502853,13.8080103660291,12.066253022732,9.39295344432577,6.11233808840274,4.45958583856564,2.89286559317226,1.84935544836643,2.13563316476688,9.00069921718669,30.9,22.1,8.8,37.6,26.6,11,,,15062053
"TL2016DHS","Timor-Leste 2016","Timor-Leste","Timor-Leste (Timor Oriental)","Asia","2016",20.5,23,32.2,3.7,16.4,6,30.4935437103965,35.2321942869323,3.84717244115914,8.62407517356189,8.60989979446337,7.465259424286,6.95383717038254,5.34267693494337,3.47927609694778,2.17970668362427,1.37959513111901,1.2907591807012,15.5955476818792,16.1,10.1,5.9,26,16.4,9.6,,,291198
"TG2013DHS","Togo 2013-14","Togo","Togo","Africa","2013-14",18.2,20.9,38,4.3,12.5,6,10.8765121656808,11.608588350015,15.1291086824541,13.8331960383188,10.9972353860413,10.028224375844,8.36893988326822,6.31158206667616,4.30199821942299,2.97393658294125,1.68354359042774,1.90362990507724,12.8600169195133,19.3,13.1,6.3,19.9,11.2,8.7,,,1677648
"TR2013DHS","Turkey 2013","Turkey","Turquie","Asia","2013",21,22.9,45,2.7,3.6,4.55753941397901,58.9227370648305,29.3704563644117,5.71047016587043,13.142831045954,23.2222840844603,12.6044460257762,4.69240832250643,1.94272855933824,1.32373217494135,0.684749278481761,0.422899690756784,0.494859135298233,6.3881351522045,51,15.6,34.5,73.5,22.9,50.5,,,20346687
"UG2016DHS","Uganda 2016","Uganda","Ouganda","Africa","2016",16.9,19.2,31.9,4.8,10.9,6.29532496720747,21.0961190388293,14.567541913307,10.9089174909967,12.6574069207263,11.7582606815579,10.0213683446812,8.52335573132718,7.16693709233812,5.26717878303234,4.48443836911615,3.32228463860039,4.92248113239443,6.39982890192225,30.3,17.8,12.5,39,21.7,17.3,,,9267461
"UA2007DHS","Ukraine 2007","Ukraine","Ukraine","Europe","2007",19.6,22.3,66.4,2,3.9,6.83455112177649,20.3070237309306,13.7249521082557,13.5452613334456,31.1198501170367,23.108880379364,3.82338098192674,0.697050747413581,0.176701124197462,0.112050620386101,0.0299779562068657,0.0329381374439817,0.0113192222482212,13.617637272075,50.9,21.3,29.6,66.7,23.7,43,,,12016120
