"Survey","CountryYear","Country","CountryFR","Region","Source","age_fsex","age_fbirth","ave_bi","ideal","ppi","ttc","ppfp","s_neversex","s_sex_fbirth","s_birth1","s_birth2","s_birth3","s_birth4","s_birth5","s_birth6","s_birth7","s_birth8","s_birth9","s_infecund","CPR_all","Spacing_all","Limiting_all","CPR_mar","Spacing_mar","Limiting_mar","Notes","NotesFR","pop"
"ZA2016DHS","South Africa 2016","South Africa","Afrique du Sud","Africa","2016",18.1,21.3,55.3,2.6,8.1,6,65.9455188303034,11.8474000824299,14.536124953237,22.3017109788653,20.7630966209735,12.3253677056917,5.22803701975657,2.24237870666446,0.795235996471335,0.343187976499469,0.251047970794863,0.108173433175961,9.25823855544,48.2,20.6,27.6,54.6,17.9,36.7,,,15361616
"SZ2006DHS","Swaziland 2006-07","Swaziland","Eswatini","Africa","2006-07",18,23.7,37.9,2.5,10.7,6,45.7355886061439,17.6495041080989,11.5940379998619,18.2523970179584,14.4041085221393,9.89310131681438,6.16992463663388,4.84903077609952,3.76805196146678,2.34201959940876,1.65217666166985,1.87494728728391,7.5507001125644,37.9,11.5,26.4,50.6,12.7,37.9,,,274242
"TJ2017DHS","Tajikistan 2017","Tajikistan","Tadjikistan","Asia","2017",20.2,20.2,28.8,3.4,6.8,7.26525890047078,22.4889217631926,21.8692141954577,5.81617755731356,9.7541061235045,14.2084325620956,15.2250736605173,9.58267454123169,4.14409770208913,1.94942924858686,0.43773762800297,0.162757603924305,0.0637314237314686,16.7865677535449,21.3,6.7,14.6,29.3,9.2,20.1,,,2251574
"TZ2015DHS","Tanzania 2015-16","Tanzania","Tanzanie, Republique-Unie de","Africa","2015-16",17.2,19.2,35,4.7,10.5,5.08343384778959,20.0200526391337,12.4171638626056,12.2161063021666,15.2050617787365,13.4025346514066,10.5400969268324,8.47432243814344,6.5531837174091,5.07092235179144,3.39401556955343,2.38080630649081,3.00328787516564,7.34249821969848,32.4,21,11.4,38.4,23.4,15,,,11999276
"TL2016DHS","Timor-Leste 2016","Timor-Leste","Timor-Leste (Timor Oriental)","Asia","2016",20.5,21.7,32.2,3.7,16.4,6,30.4935437103965,35.2321942869323,3.84717244115914,8.62407517356189,8.60989979446337,7.465259424286,6.95383717038254,5.34267693494337,3.47927609694778,2.17970668362427,1.37959513111901,1.2907591807012,15.5955476818792,16.1,10.1,5.9,26,16.4,9.6,,,291198
"TG2013DHS","Togo 2013-14","Togo","Togo","Africa","2013-14",18.2,20,38,4.3,12.5,6,10.8765121656808,11.608588350015,15.1291086824541,13.8331960383188,10.9972353860413,10.028224375844,8.36893988326822,6.31158206667616,4.30199821942299,2.97393658294125,1.68354359042774,1.90362990507724,12.8600169195133,19.3,13.1,6.3,19.9,11.2,8.7,,,1677648
"TR2013DHS","Turkey 2013","Turkey","Turquie","Asia","2013",21,21,45,2.7,3.6,4.55753941397901,58.9227370648305,29.3704563644117,5.71047016587043,13.142831045954,23.2222840844603,12.6044460257762,4.69240832250643,1.94272855933824,1.32373217494135,0.684749278481761,0.422899690756784,0.494859135298233,6.3881351522045,51,15.6,34.5,73.5,22.9,50.5,,,20346687
"UG2016DHS","Uganda 2016","Uganda","Ouganda","Africa","2016",16.9,18.7,31.9,4.8,10.9,6.29532496720747,21.0961190388293,14.567541913307,10.9089174909967,12.6574069207263,11.7582606815579,10.0213683446812,8.52335573132718,7.16693709233812,5.26717878303234,4.48443836911615,3.32228463860039,4.92248113239443,6.39982890192225,30.3,17.8,12.5,39,21.7,17.3,,,9267461
"UA2007DHS","Ukraine 2007","Ukraine","Ukraine","Europe","2007",19.6,20.7,66.4,2,3.9,6.83455112177649,20.3070237309306,13.7249521082557,13.5452613334456,31.1198501170367,23.108880379364,3.82338098192674,0.697050747413581,0.176701124197462,0.112050620386101,0.0299779562068657,0.0329381374439817,0.0113192222482212,13.617637272075,50.9,21.3,29.6,66.7,23.7,43,,,12016120
"UZ1996DHS","Uzbekistan 1996","Uzbekistan","Ouzbekistan","Asia","1996",20.1,20.1,30.6,3.6,5.4,6,40.1925643753815,24.8818273676059,5.40548281719171,10.6319373338212,14.9372142159576,12.421802445821,9.34100966454563,6.30450898663689,3.46055831055909,2.08402924371189,0.795227146745524,0.683109617402717,9.05329285000078,39.6,14.3,25.3,55.6,20.2,35.4,,,5673231
"YE2013DHS","Yemen 2013","Yemen","Yemen","Asia","2013",18.2,18.2,31.8,4.3,3.5,4.53322986665981,32.8539701594191,34.8749566359677,5.74633680444387,8.1219321421507,8.43873492410097,7.56475825643888,6.53657448759605,5.42486981244039,4.57896223384388,3.32191977555288,2.47381318741328,4.21153937637625,8.70560236367513,33.5,14.6,16.9,33.5,15.5,18,,,6177833
"ZM2018DHS","Zambia 2018","Zambia","Zambie","Africa","2018",16.6,19.1,38.3,4.6,10.8,6.2977655370356,32.8639839649869,13.124535143011,10.7942910169203,15.8535606143809,13.0071758713626,10.7008891086316,8.80184585598331,6.81192221081771,5.24641705213211,3.89691979563937,2.4466016948875,2.62286243602431,6.69297920020935,35.4,21.7,13.7,49.6,29.4,20.2,,,4192481
"ZW2015DHS","Zimbabwe 2015","Zimbabwe","Zimbabwe","Africa","2015",18.7,19.8,43.7,3.9,14.2,4.10890926685989,64.6028943937629,18.492979635345,7.27143357563322,15.094952014254,17.4723975941183,15.5281455460133,10.4342986648605,5.61840019210126,3.01143909193659,1.23919585382058,0.539039287873509,0.551983747969832,4.7457347960738,48.6,26.3,22.3,66.8,36.4,30.4,,,3593166
,,"Add your own country data","Ajouter vos propres donnees de pays",,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
